median_house_value,housing_median_age,total_rooms,total_bedrooms,population
183300,31,3559,734,2975
152300,26,1495,328,1296
189400,37,1022,232,653
279900,33,1143,172,508
195800,42,1436,298,1005
183300,23,1724,576,1336
169300,32,2122,591,1929
175200,36,1529,290,1271
162500,35,1326,272,933
190300,31,965,217,599
156700,34,1357,310,1042
173100,40,1743,328,981
160100,38,1657,335,1195
192100,36,2013,435,1476
162500,36,1184,240,946
196900,34,3635,781,2171
204300,27,1666,365,995
453600,34,1947,284,841
189000,33,639,129,460
174500,36,1124,217,707
186100,35,1622,302,845
166800,33,1474,325,1205
171600,35,2017,383,1388
167600,40,513,100,399
167600,36,726,145,490
175800,36,1080,201,719
165000,35,1592,335,1238
166000,43,1237,243,776
174600,40,1880,377,1229
156400,37,796,175,740
161900,37,1061,202,768
160000,35,1151,248,809
182100,36,769,142,498
178000,35,994,203,602
185600,34,2242,436,1483
319600,18,8046,1221,4276
268100,21,3052,624,1588
228000,36,1473,253,713
242000,28,2825,470,1352
277600,19,993,174,572
209100,36,690,109,316
225800,36,1915,316,850
219600,36,1557,270,697
226200,35,1790,269,924
225200,37,2059,349,825
222500,36,1408,250,702
225700,36,2422,420,1193
254800,36,1946,346,871
244400,36,1930,354,915
246000,36,856,146,451
239600,36,1962,325,786
240800,37,1814,329,850
249400,36,3359,596,1522
287200,35,2370,379,996
251800,35,4466,740,2134
400000,37,997,262,531
495500,33,2119,524,872
500001,32,2035,520,934
457100,31,1310,342,563
483300,50,1430,186,620
376000,52,3571,510,1434
261600,50,3374,598,1484
234600,46,2837,592,1453
325600,52,3158,459,1229
320300,52,2489,437,1101
196100,40,1950,509,1038
184100,26,2193,558,1186
358700,52,2401,332,810
434800,44,3298,615,1417
500001,52,2954,371,1152
352200,50,2131,294,753
292900,49,2812,478,1329
226600,44,2012,435,1454
192500,20,3090,802,2109
244800,45,1106,226,779
243200,42,3172,644,1829
201000,30,2350,472,945
244400,46,1130,229,698
202300,19,3215,907,3072
214700,32,1273,344,1148
187500,30,1547,436,1700
192300,18,2609,721,2221
163700,16,2416,565,1750
160300,14,2628,668,2208
266700,23,3436,565,1729
258000,28,3913,696,2264
210200,40,1727,309,932
196000,43,1539,386,1122
190000,41,815,252,775
162500,22,1141,332,1189
193700,38,2573,484,1568
193800,24,2403,590,2103
147200,36,446,108,410
166600,33,2125,500,1672
261600,29,2784,582,1278
261300,36,2049,334,1105
452300,34,2319,334,941
400000,34,1723,279,617
244900,37,1434,262,786
296600,36,1949,319,909
255400,32,2098,378,1036
283500,35,2670,493,1196
162500,17,1205,347,736
156600,34,1414,263,983
151300,32,1016,190,729
193100,36,1088,231,617
186700,29,889,166,597
153700,22,1981,472,1231
183100,36,1347,278,748
184600,35,2604,495,1465
178000,35,1323,269,1084
196000,26,4173,893,2471
204700,35,1139,197,772
276000,35,1623,304,868
239700,19,3203,708,1761
231800,33,1379,254,795
226900,35,1255,252,685
219500,36,887,163,482
216300,36,2418,389,1138
220300,37,1588,272,692
218300,36,1756,297,798
218900,36,1523,263,717
226300,36,1463,257,722
217400,36,1074,188,496
223100,37,1249,202,517
220900,36,1784,303,964
218100,36,1726,287,820
225300,36,1462,233,664
232800,37,1987,347,1095
218200,37,1756,345,836
221900,36,1999,390,887
218200,36,1742,340,857
257900,37,1694,280,776
235600,36,1252,209,558
235000,36,1837,319,810
244800,36,1680,291,744
231600,35,1034,180,444
257000,36,2223,370,1039
244900,36,1993,354,884
500001,16,3985,567,1327
367300,15,9103,1847,3333
390500,24,1608,314,592
346400,15,2569,812,785
500001,43,1222,303,565
500001,32,1258,333,645
225000,46,40,10,14
104000,26,4230,823,2789
130000,7,4915,885,2833
113500,27,3019,501,1580
125700,17,2479,390,1219
131500,12,5319,875,2439
94500,33,2189,497,1459
102600,13,2614,650,1949
148500,5,6446,1154,3427
162500,52,433,69,147
444100,52,2405,299,970
230600,47,2344,513,1537
352700,44,2357,342,891
287900,52,2948,542,1363
222600,52,2166,483,1308
315400,52,1835,330,777
225000,37,2705,676,1551
198200,35,1760,447,984
490400,52,2337,352,981
217900,25,3420,977,1718
500001,52,2935,341,975
500001,52,2907,317,956
500001,52,2787,353,1057
359600,48,2124,319,785
282600,49,2057,430,1103
306300,34,2918,555,1435
188400,25,4870,1371,3518
208000,25,3603,1003,2719
245700,52,1437,290,980
234900,36,2433,585,1565
253900,35,2248,615,1762
212500,45,1770,423,1410
215600,43,1050,252,820
214700,25,1526,388,1304
233300,25,1137,293,800
211800,23,1190,347,965
181600,17,5137,1614,4945
247600,32,3775,786,2416
246900,35,1064,203,608
254900,35,1038,209,598
235300,34,2103,427,1355
308000,20,2595,428,1751
205600,36,1595,383,1105
265800,25,2655,558,1466
164600,40,1417,338,1068
166300,33,1956,478,1472
173800,31,3281,768,2385
137500,24,1705,479,2037
178100,44,932,179,717
197400,35,708,145,471
191100,33,3099,839,2025
246000,38,2105,348,956
191300,38,1301,264,877
267300,36,1426,235,698
297200,34,2863,451,1243
269800,36,2752,459,1211
291000,35,1604,280,802
323800,35,1813,313,825
283000,33,2206,393,973
271300,31,2210,519,1047
187500,27,580,143,466
183700,27,6336,1628,4673
216600,36,2053,386,1023
207400,36,1432,265,749
183900,35,620,122,381
197500,35,1518,279,857
173800,34,682,132,491
180900,29,2666,848,2030
170800,22,6876,1960,5162
191900,40,2344,571,1305
218400,36,1083,218,557
243800,25,1768,559,983
188000,43,1633,355,837
156300,21,3764,1081,1919
199500,44,2663,511,1277
213600,34,2116,427,972
218200,37,2386,409,1101
220000,37,2706,462,1331
216000,37,2143,382,1047
215800,37,1242,221,565
222800,45,1734,331,797
221300,44,1712,314,691
226000,43,1544,286,701
224500,42,1493,277,671
224600,36,2565,458,1155
250700,36,1665,291,721
251400,36,1257,205,530
256300,35,1835,435,774
232400,43,1471,301,767
240700,41,1762,314,738
500001,45,3035,516,1127
461500,43,3070,668,1240
500001,47,3330,569,1220
500001,41,2072,491,742
93800,34,1943,500,1078
96800,34,2156,397,1269
108800,32,3670,765,1986
102600,28,718,124,347
113500,29,2370,475,1746
319100,10,2726,465,1773
274100,36,1449,235,621
295500,46,2676,427,1022
240200,46,1271,236,573
234000,45,1213,206,529
303900,48,2539,425,930
242200,43,1621,365,1015
234000,42,2203,412,1012
310900,52,3094,519,1309
200000,49,1962,435,1329
176700,36,2162,658,1337
169500,33,2682,716,2050
173100,9,2099,625,1252
155600,18,1665,477,1095
163900,29,3559,1034,1658
210900,23,5465,1494,2511
500001,46,3156,430,1109
351100,45,1780,289,755
214100,26,3050,825,2153
191700,42,700,212,662
219000,42,2562,781,1936
188200,21,3862,1186,2773
228400,40,1931,449,1367
223000,35,2517,662,1883
220500,32,1880,428,1404
192200,20,2130,654,1870
198500,30,1692,398,1130
183900,17,1714,572,1590
268400,35,3229,616,1879
211400,42,2205,451,1392
220500,40,1444,312,881
227300,36,1938,364,1118
192200,42,2203,467,1470
208200,31,4267,1070,3176
172900,43,396,91,261
192000,41,734,190,565
189300,40,2988,690,2144
185100,38,1243,310,788
153500,36,984,275,1024
154300,43,782,207,827
251900,36,1759,295,837
241600,34,1736,297,823
254700,38,1040,202,557
266000,36,1933,341,958
253500,35,1500,250,706
326600,37,1709,333,778
265000,34,522,138,373
202400,38,2040,458,1775
191900,34,2122,517,1578
195800,19,1793,447,1222
201500,36,984,183,615
177200,28,3069,864,1932
190600,36,1967,316,910
183800,35,561,104,261
222000,34,916,162,552
191600,38,1475,269,827
208400,36,1814,350,886
202700,35,1458,261,686
225800,36,599,125,361
204900,33,3668,867,2368
165500,29,2823,737,1723
192700,32,3088,1024,1981
166100,32,1788,459,1131
198400,45,1606,300,735
194600,20,3638,868,2326
200200,45,1866,343,919
201600,37,2259,425,1183
208400,36,2110,416,1128
212800,36,1885,391,1049
312400,46,2439,429,944
213200,35,3008,674,1584
227600,45,3087,574,1474
314700,44,1710,333,786
228600,44,1785,307,779
232200,44,1619,280,815
225400,37,1530,290,711
223700,36,665,114,273
223900,37,1228,237,572
231400,37,1013,199,493
227100,36,1749,322,855
241900,34,1903,343,928
223000,41,1509,325,821
226000,36,1496,271,743
233600,36,1026,182,505
234800,45,2317,448,1057
236200,44,2153,375,947
480600,36,1245,211,508
500001,29,2937,524,1132
242900,20,6678,1797,3625
434500,45,1016,172,361
500001,31,3039,739,1199
395200,52,3697,691,1436
360700,37,4365,926,1661
381000,52,2216,526,940
363800,46,2834,673,1175
439300,44,1543,463,652
118100,15,2181,361,1057
93000,33,2347,461,1482
102100,12,1984,614,1071
94900,48,1379,327,696
100300,35,2118,374,1108
119600,33,2815,485,1447
101100,31,2666,662,1337
126500,25,1703,342,775
247200,20,1257,201,551
167600,6,9882,1892,4892
207400,39,2569,426,1282
237000,49,1678,277,737
201000,45,3595,619,1686
154400,50,1493,326,1000
226500,47,3457,622,1700
205700,52,2687,600,1716
146700,40,1054,251,1056
158000,34,2384,604,2073
215400,38,1843,565,1449
156300,36,2973,807,2846
142300,30,2598,757,2869
187500,52,407,160,227
500001,41,1256,407,855
175000,17,1896,674,971
225000,24,10239,2823,4210
282300,17,3404,1011,1694
479700,49,4438,803,1650
251100,16,3569,821,1505
500001,52,2742,422,1153
258400,52,4061,861,2290
231000,27,4073,1013,2411
219000,38,1745,457,1547
218800,28,4164,1127,2934
208700,20,3447,1007,2622
191700,30,1433,397,1110
170000,24,3988,1098,2909
217800,24,2999,786,2937
220400,52,695,145,523
245700,39,2390,444,1246
236400,39,1880,367,954
341100,25,5478,1136,3062
243200,37,1129,212,509
180500,45,1569,359,1203
201100,44,2003,390,1291
178300,45,1307,283,967
153300,44,1715,460,1740
145500,42,1384,458,1825
180600,40,1912,502,2077
153700,42,1007,277,1060
162500,36,702,210,834
150000,36,1407,385,1763
160800,31,2064,612,2461
156000,29,1846,530,2576
143800,38,590,139,620
277200,34,2744,541,1333
294100,44,1812,338,822
300000,42,1413,228,630
302000,37,1462,243,600
282100,36,1942,355,891
226500,35,2987,601,1561
196600,31,2841,774,1612
223900,31,3205,727,1647
218200,31,3731,853,2313
177600,37,932,171,578
182300,36,1096,204,569
180800,34,1766,410,974
204200,32,1981,472,1371
180100,39,1379,282,883
225800,26,2145,471,1150
195500,39,1744,339,1048
179600,37,1159,238,740
175000,33,1250,276,866
168200,24,3305,982,2085
219500,44,1661,315,985
214100,44,1607,271,799
171400,21,6618,1773,4396
218300,44,1276,234,538
195400,37,1404,257,652
203300,36,1774,348,934
210800,36,1703,325,845
336000,45,1908,361,890
254900,44,3043,619,1316
339400,43,2107,439,876
203900,43,2506,531,1230
212500,45,1519,263,681
215400,44,2388,619,1461
209400,23,2573,688,1478
217900,44,2101,496,1038
233300,42,1898,488,940
500000,52,2208,409,791
307400,49,2792,690,1301
378000,52,2677,642,1144
418800,50,914,167,322
398100,50,2960,761,1179
408300,44,1633,536,741
432500,37,3242,698,1080
400000,39,1995,634,867
500001,36,2484,525,792
56800,29,1671,368,821
101400,36,1338,250,709
97700,35,1503,309,842
116300,36,2696,454,1192
107500,32,1300,234,712
146900,5,12317,2953,6291
111400,33,2111,429,1067
238900,34,2765,515,1422
182100,52,1786,306,1018
210300,37,1997,361,1037
160700,47,1717,314,868
163100,38,1750,411,1398
148800,45,2612,664,3117
154900,42,1521,320,1118
127500,46,2553,558,1740
146400,36,930,280,1024
162500,52,1925,597,2258
146600,38,2471,529,1661
148600,20,2410,632,2135
181300,18,1711,383,1474
500001,52,275,123,273
137500,49,806,199,698
187500,52,403,117,361
55000,45,543,191,454
258300,27,1499,426,755
314700,50,2443,494,947
215000,34,824,224,430
500001,30,2763,520,1143
204500,52,1518,344,725
500000,49,1789,288,848
350000,43,1810,427,742
319700,36,6119,1513,2719
469100,52,2375,369,930
364800,52,1746,330,704
352800,52,1000,192,363
419100,52,4325,823,1927
229300,36,3514,818,2277
225800,52,2203,430,1238
192800,27,1935,460,1456
199200,48,3697,816,2446
205600,44,1053,251,941
234400,52,1983,344,887
220700,44,1626,383,1063
204300,28,3855,922,2517
305800,31,3362,799,1939
162500,44,647,142,457
194600,39,1099,263,787
203300,33,818,195,664
186400,44,603,207,588
158800,43,2006,472,1687
154300,42,2729,725,3004
151900,37,2344,631,2195
175300,32,3218,739,2368
165600,37,1184,290,1320
145600,17,3361,925,3264
170500,33,1903,469,1882
181500,32,927,250,970
285500,33,2418,485,1397
160900,33,1471,451,2272
150000,33,1201,340,1482
209000,35,2753,702,1592
199700,37,1594,321,1003
212300,42,1839,346,1034
220500,34,1745,404,1084
207300,30,3096,628,1676
255900,25,1948,433,1128
198400,40,1335,281,804
184200,36,1890,400,1232
182800,30,915,234,646
161200,28,1038,252,912
147400,38,901,205,760
133300,35,574,116,610
163200,35,1590,350,1299
146100,25,2053,578,1721
144600,20,2850,737,1855
148300,30,4426,995,4196
146000,24,4232,1092,2688
198200,29,2690,659,1747
194100,36,1578,312,827
213800,34,2403,413,1385
209000,32,2630,559,1069
217300,36,1491,259,699
212600,36,1435,249,606
218100,30,4071,1067,2144
221300,37,1508,252,635
481300,29,2448,354,894
219800,44,1886,399,1167
196300,5,3700,993,1657
185900,25,4013,1097,2297
250000,35,2768,752,1277
181300,17,1584,435,904
207800,13,3056,861,1600
198600,12,4436,1133,2176
339800,41,3448,896,1621
266300,39,2428,634,1312
361800,36,4366,1211,1912
271100,27,3043,787,1398
500001,36,2916,785,1183
68900,44,1297,307,776
117200,27,6007,998,2680
127700,33,2918,494,1365
110900,9,4303,900,2240
85400,17,2994,832,1571
154100,5,7294,1139,3123
204400,2,11008,1549,4098
176000,43,1810,343,988
153500,44,2195,449,1377
149200,42,2076,462,1641
177900,40,1840,358,1218
136100,44,1870,389,1345
163800,52,1193,228,703
155400,46,1508,261,674
261800,52,1576,239,696
178400,44,1284,278,925
230700,43,1276,226,545
500001,19,1721,290,571
263000,17,821,163,229
500001,41,3039,482,973
500001,27,1551,254,816
435100,38,2231,489,940
263600,48,1091,236,632
224000,52,1722,448,1122
162100,50,1568,302,1093
170800,36,3334,920,2881
144600,43,1523,378,1338
135700,41,247,55,925
315100,25,4284,741,2163
156300,45,332,70,302
145000,38,1076,286,1535
181900,22,2991,791,2486
134400,11,852,215,806
145000,45,894,231,925
141600,41,1377,293,1142
173900,44,1218,374,1175
156900,42,814,216,773
166000,41,1256,391,1511
149200,35,1734,493,2053
139600,34,1474,511,1962
137500,40,1552,419,1919
158900,37,690,261,952
142800,36,931,246,732
150500,37,1341,336,1233
162500,33,1196,313,1448
176600,39,1444,447,1890
190600,32,1347,434,1756
191100,31,1363,428,1897
176000,30,2419,715,3208
175000,13,221,63,286
178600,32,2210,456,1270
232900,25,5675,1224,3317
238300,25,3341,789,1685
179800,35,757,151,474
161300,44,1368,277,899
218900,36,2062,351,1134
144000,6,3445,847,2467
162200,41,1806,408,1146
127100,28,2922,739,3013
156700,28,2410,616,2399
145800,6,1655,536,1201
190900,46,940,219,599
167000,33,2180,522,1634
169500,30,1694,398,1181
170300,18,2287,662,1804
156700,32,1854,471,1363
156300,26,6607,1663,4066
215600,36,2668,473,1315
216200,36,1979,339,952
214600,36,2831,573,1462
218800,36,2444,432,1199
219500,36,2220,367,1002
211000,36,1348,234,643
175000,9,3564,835,1530
164000,26,3061,844,2135
199100,25,5463,1265,3010
153700,25,3742,1180,3916
222900,52,3248,853,1819
222500,39,4075,1085,2470
152700,33,2048,585,2074
179700,29,3684,1301,3891
163300,15,4798,1374,3087
139100,14,1709,558,1939
382100,49,3382,787,1314
304100,38,3235,769,1284
306300,30,4439,1105,1749
272200,30,2800,757,1292
232500,29,3078,786,1460
500000,29,2743,708,1059
87900,9,1507,293,761
83300,21,2370,540,1488
185600,13,5341,773,2288
140300,5,8352,1555,3723
173200,9,1561,253,731
292200,7,2465,336,978
173100,45,1790,316,1035
166700,38,1280,231,828
500001,45,2257,285,759
354700,37,2246,481,995
169200,35,2568,672,1696
232000,30,3376,720,1990
381400,26,4971,996,2370
142500,48,2514,595,2484
145800,37,299,89,318
477300,25,4444,647,1922
156500,36,3066,797,3097
146600,33,2907,797,3212
158500,39,787,181,731
147500,33,851,231,936
150000,19,2150,544,1510
131900,44,1856,461,1853
142600,43,464,116,416
124100,45,733,178,715
126000,39,962,229,999
121800,35,1256,294,2990
141100,46,705,167,655
114000,45,911,238,1005
133900,44,691,155,613
134000,43,908,232,1005
150000,39,563,138,682
129700,38,385,102,402
152400,43,1636,506,1855
120000,42,882,292,1248
140800,41,2099,530,2325
125500,31,1014,252,1064
132000,42,946,272,1191
143800,39,759,215,883
145000,34,760,219,968
112500,33,346,103,488
149300,36,1657,425,1689
130800,30,1228,358,1603
156000,41,756,195,873
132100,41,428,111,585
164400,27,1871,556,2542
168200,33,2410,641,2106
159000,31,3388,1059,3558
146500,29,2913,787,3803
164200,25,3297,1066,5027
164200,25,2249,681,2621
181900,23,1991,584,1380
165500,17,1145,209,499
166800,43,2099,398,1276
171800,36,2447,503,1532
145800,42,856,167,748
171000,39,1157,273,877
162300,37,1499,288,1237
114200,12,3653,993,3215
350000,52,63,12,47
160700,11,3605,880,3637
162700,42,1645,371,1161
166700,29,815,206,590
165900,45,2110,494,1404
162600,40,2462,587,1821
162300,44,1701,396,1091
158000,40,1301,342,954
175000,10,1664,508,1369
173000,39,2247,526,1670
200500,37,3714,708,1956
219200,45,1853,328,945
186600,45,1533,331,791
208700,29,4716,1372,2515
217300,45,2019,363,880
277700,45,1808,315,800
268200,52,2539,497,1152
100000,36,948,303,1042
139700,32,2171,672,3002
118300,28,1219,408,1816
147500,44,2364,746,3184
140200,29,2920,962,3580
186200,23,3768,1261,3940
191100,45,2508,797,1340
218800,45,2151,643,1047
220000,45,2143,697,1004
180400,39,2953,878,1379
241700,37,1127,327,492
181300,36,2933,881,2077
225000,25,4405,1262,2178
154700,12,4409,1401,3068
108300,16,3806,794,1501
104700,23,2311,487,1019
228100,19,3562,606,1677
241700,40,1983,298,853
415900,44,1473,250,668
500001,48,1371,164,528
500001,43,4269,591,1467
500001,34,5012,746,1699
360900,38,3039,487,1131
182100,52,2228,475,1311
477800,44,2734,415,1057
165100,52,1081,311,904
167900,45,2397,488,1569
152200,44,1346,398,1204
183800,33,1523,391,753
230900,8,1116,267,435
153100,7,2529,689,1215
166700,10,1940,445,763
200400,10,1907,398,921
184900,44,1688,426,1605
148800,40,2744,708,2747
129300,35,2226,602,2230
151900,33,1369,408,1475
135500,31,1318,311,1164
156000,28,2616,630,2218
140300,45,934,228,893
98200,33,278,71,266
148600,27,2025,565,2189
115100,41,616,196,814
109200,41,389,102,455
126500,38,3272,731,3299
141700,44,1079,275,1249
129000,36,1807,630,2118
137500,44,1629,420,1893
145600,40,2631,698,2920
145800,39,609,145,690
121300,37,2115,580,2842
132200,37,2631,734,3228
142500,35,661,142,720
125000,33,832,226,987
127300,42,1845,497,2191
161800,38,1010,315,1157
154800,36,988,337,1508
170800,35,1230,407,1512
206300,40,1698,431,1280
165400,36,903,266,1068
156100,30,1735,573,2237
162000,24,1880,642,2646
189400,34,3214,899,3086
169400,30,2887,866,2806
154500,26,6895,1877,8551
137500,20,427,118,402
167500,42,2608,610,2062
152200,39,2121,579,1991
183600,44,1337,245,968
165000,43,2724,612,2340
147200,35,952,271,949
122900,31,1516,400,1820
136400,32,2035,519,2282
136900,29,749,185,708
134400,36,1138,238,878
143800,32,778,227,933
155000,25,1709,442,1177
131900,25,5896,1464,4149
163000,47,882,185,536
167700,44,1308,267,783
161000,42,2326,503,1832
172900,44,2137,461,1126
175100,44,1832,401,1056
161900,38,2664,626,1627
160800,39,2925,732,1702
143200,44,1890,465,1378
213800,40,2597,582,1285
169800,38,3596,862,2416
134400,30,2548,717,2086
418600,43,2561,544,1063
315600,35,1415,294,591
268400,52,2569,484,1030
371700,45,1535,274,591
321800,44,1497,277,542
425500,39,3622,745,1330
254000,52,2618,472,943
207500,43,284,65,167
154200,27,471,132,315
117600,30,2734,758,2951
148100,15,2407,589,1591
128000,42,1571,435,1631
130000,27,1580,510,1896
162500,20,1255,360,1201
162500,52,1180,381,1046
129700,36,1697,550,1379
146200,26,3042,1253,4812
152500,20,1852,556,1712
100000,17,1419,436,1300
175000,49,2297,759,1105
162500,45,1434,627,735
